ej	tipo	numero	do	cliente	ref_cliente	destinacion	fecha	descripcion
22	GMCI	22-GMCI-000295		LPA S.R.L.	22/01410 HBL:NBOBUE22060440A	22001TRM4007121L	19/07/2022	 
22	GMCI	22-GMCI-000294		MARIANO D. GUARDATTI	22/01410 HBL:NBOBUE22060440B	22001TRM4007112L	19/07/2022	 
22	GMCI	22-GMCI-000293		MARIANO D. GUARDATTI	22/01410 NBOBUE22060440C	22001TRM4007091R	19/07/2022	 
22	GMCI	22-GMCI-000292		ROGGIO LUIS S.A.	OP 26136	22001TRM4007459C	26/07/2022	 
22	GMCI	22-GMCI-000291		AGROCOSECHA S.A.	22/00215 SI AGROCOSECHA	22001TRM4008108R	11/08/2022	1x40HC MSMU7321565 TRM BUE/PUERTO SECO-MDZ
22	GMCI	22-GMCI-000290		LAFFORT ARGENTINA S.A.	22/00231 SI	22001TRM4007648C	29/07/2022	 
22	GMCI	22-GMCI-000289		CRUX MARINE SAS 	CRUX MAR-0007	22073IC04084785J	15/07/2022	SIMI PALMARY
22	GMCI	22-GMCI-000288		AGROCOSECHA S.A.	22/00214 AGROCOSECHA	22001TRM4009457C	13/09/2022	1X40HC CARU9474523 TRM BUE/ MENDOZA
22	GMCI	22-GMCI-000287		AUTOMATIZA S.A.	OP2390	22001TRM4006088W	23/06/2022	 
22	GMCI	22-GMCI-000286		CYPRES SA	Latinbooks 18/05	22001IC05016855R	11/07/2022	 
22	GMCI	22-GMCI-000285		CYPRES SA	Diccionarios	22001IC05016841M	11/07/2022	 
22	GMCI	22-GMCI-000284		PUERTOTRANS S.R.L.	INV: 969198889 969198890	22001TR04002581K	13/06/2022	22/00179 SI puertotrans
22	GMCI	22-GMCI-000283		GM CARGO SRL	A0208	22001TR04002988V	01/07/2022	LUNELLI BS AS - PY
22	GMCI	22-GMCI-000282		AUTOMATIZA S.A.	OP2348	22001TRM4005062N	31/05/2022	 
22	GMCI	22-GMCI-000281		CRUX MARINE SAS 	ENGICORP LLP 0006-CRUX MARINE	22001IC04130137G	16/06/2022	TUNGSTEN ATON TYPE
22	GMCI	22-GMCI-000280		CRUX MARINE SAS 	0001-CRUX MARINE A 0003 CRUX MARINE	22073IC04073621T	22/06/2022	DIGIKEY - ENGYCORP 05/05
22	GMCI	22-GMCI-000279	 	BALSAMO S.A.	OP2358	22001TRM4006318S	29/06/2022	 
22	GMCI	22-GMCI-000278	 	SARICO DISTRI S.A.	OPCBA 25846	22001TRM4005419T	08/06/2022	 
22	GMCI	22-GMCI-000277		AGROCOSECHA S.A.	22/00095 SI 3	22001TRM4004671S	19/05/2022	 
22	GMCI	22-GMCI-000276	 	AGROCOSECHA S.A.	22/00095 SI 2	22001TRM4004669C	19/05/2022	 
22	GMCI	22-GMCI-000275		AGROCOSECHA S.A.	22/00095 SI	22001TRM4004667A	19/05/2022	 
22	GMCI	22-GMCI-000274		COTAGRO COOPERATIVA AGROPECUARIA LI	OP 25893	22001TRM4003982W	28/04/2022	 
22	GMCI	22-GMCI-000273		AGROCOSECHA S.A.	22/00096 SI	22001TRM4004438T	12/05/2022	 
22	GMCI	22-GMCI-000272		OLEOHIDRAULICA TECNICORD SA	25294	22001TRM4004355R	10/05/2022	 
22	GMCI	22-GMCI-000270		PLANTIUM S.A.	22/00217	22073TRM4001721U	13/04/2022	369-8367-8173
22	GMCI	22-GMCI-000269		CRUX MARINE SAS 	0004-CRUX MARINE	22001IC04126004E	10/06/2022	PANELES - CHINA
22	GMCI	22-GMCI-000268		CRUX MARINE SAS 	0005--CRUX MARINE	22001IC04132214E	21/06/2022	ITALIA - ANTENAS
22	GMCI	22-GMCI-000267		PROEME		22001SIMI148105H	12/04/2022	 
22	GMCI	22-GMCI-000266		A Z EDITORA S.A.	LYFTEN  LLC  LYF-XY 20205047/48	22001IC04206913M	26/09/2022	 
22	GMCI	22-GMCI-000265		CYPRES SA	LATINBOOKS INTERNATIONAL A 1066	22001IC05010932H	09/05/2022	 
22	GMCI	22-GMCI-000264		CORRALON PUNILLA SA	OP2309	22001TRM4003328Z	11/04/2022	 
22	GMCI	22-GMCI-000263		GM CARGO SRL	HOLTUM - PARAGUAY	22008TRM4000147T	31/03/2022	 
22	GMCI	22-GMCI-000262		OLEOHIDRAULICA TECNICORD SA	OP: 25289	22001TRM4003979F	28/04/2022	 
22	GMCI	22-GMCI-000261		PERTRAK S.A.	OPCBA 25530	22001TRM4003984B	28/04/2022	 
22	GMCI	22-GMCI-000260		ROGGIO LUIS S.A.	OP 25329	22001TRM4004172Y	05/05/2022	 
22	GMCI	22-GMCI-000259		R Y D SA	OP 24999	22001TRM4003654S	20/04/2022	 
22	GMCI	22-GMCI-000258		TOLOZA ROQUE MANUEL Y SACCO SARA SU	OP 24566	22001TRM4003364Z	12/04/2022	 
22	GMCI	22-GMCI-000256		SARICO DISTRI S.A.	OPCBA 25211	22001TRM4003010E	31/03/2022	 
22	GMCI	22-GMCI-000255		CYPRES SA	A 1064	22001IC05007786U	05/04/2022	Pedido Febrero
22	GMCI	22-GMCI-000253	 	JEREZ MANTARAS HUGO MARCELINO	INSTITUTI MONSA EDICIONES SL/EDITORIAL PAIDOTRIBO SL	22001IC04161036X	28/07/2022	 
22	GMCI	22-GMCI-000252		APRILON SOCIEDAD ANONIMA	22/00010 SI	22001TRM4003615P	20/04/2022	 
22	GMCI	22-GMCI-000251		GUERRINI NEUMATICOS S.A.	OP. 2100619	22001TRM4001772R	25/02/2022	 
22	GMCI	22-GMCI-000250		CRUX MARINE SAS 	SRT MARINE SYSTEMS SOLUTIONS LTD CIN002950	22001IC04071345L	29/03/2022	Importacion a Consumo - Crux Marine - SRT Marine USD 6400
22	GMCI	22-GMCI-000249		LEDARGSA S.A.	CNP INVESTMENS LIMITED 05393 A 05404	22001IC04102283H	11/05/2022	 
22	GMCI	22-GMCI-000248		CIRCULO LATINO AUSTRAL S.A	CADIEX INTERNATIONAL S.A. A 1003	22001IC05006062G	16/03/2022	 
22	GMCI	22-GMCI-000247		PERTRAK S.A.	OP 25145	22001TRM4002257Z	10/03/2022	 
22	GMCI	22-GMCI-000246		INDUSTRIA PAPELERA CENTRAL S.A.	OPCBA 25319	22001TRM4001375Z	14/02/2022	 
22	GMCI	22-GMCI-000245		CORRALON PUNILLA SA	OP2306	22001TRM4002782T	28/03/2022	 
22	GMCI	22-GMCI-000244		CORRALON PUNILLA SA	OP 2286	22001TRM4001289U	10/02/2022	 
22	GMCI	22-GMCI-000012		GOMERIA ALTAMIRANO S.A.	OP 24708	22001TRM4001581P	21/02/2022	OP 24708
22	GMCI	22-GMCI-000011		GOMERIA ALTAMIRANO S.A.	OP 24389	22001TRM4001324K	11/02/2022	OP 24389
22	GMCI	22-GMCI-000010		GAMISOL Y CIA. S.A	OP 24423	22001TRM4000601H	19/01/2022	 
22	GMCI	22-GMCI-000009	 	VALBO S.A	OP 24661	22001TRM4001032G	02/02/2022	REPUESTOS PARA AUTOS
22	GMCI	22-GMCI-000008		BALSAMO S.A.	OP2244 BALSAMO HBL:A	22001TRM4001064L	03/02/2022	HBL: SZX21120791, COMPARTIDO CON i-220005
22	GMCI	22-GMCI-000007	 	BOSQUES DEL SUR S.A.	OP2213	22001TRM4002015X	04/03/2022	 
22	GMCI	22-GMCI-000006		CAP E HIJOS	OP2224	22001TRM4002095Z	07/03/2022	 
22	GMCI	22-GMCI-000005		BALSAMO S.A.	OP2244 BALSAMO HBL:B	22001TRM4001083M	03/02/2022	HBL: GZX21100129, COMPARTIDO CON i-220008
22	GMCI	22-GMCI-000004		APRILON SOCIEDAD ANONIMA	21.00613	22001TRM4000396S	13/01/2022	 
22	GMCI	22-GMCI-000002		GAMISOL Y CIA. S.A	OP: 24247	22001TRM4000565Z	19/01/2022	 
22	GMCI	22-GMCI-000001		GM CARGO SRL	Golden Trade S.R.L	22001TR04000180D	13/01/2022	 
21	GMCI	21-GMCI-000243		EFEPE S.A.	VALO #V-220106	22001IC04074830N	01/04/2022	IMPO LCL MARITIMA
21	GMCI	21-GMCI-000242		CYPRES SA	LATINBOOKS INTERNATIONAL S.A.	21001SIMI584518S	24/12/2021	CAMION ENERO 22
21	GMCI	21-GMCI-000241		R Y D SA	24268	22001TRM4000511H	18/01/2022	24268
21	GMCI	21-GMCI-000240		R Y D SA	24409	22001TRM4000446Y	17/01/2022	24409
21	GMCI	21-GMCI-000239		R Y D SA	24337	22001TRM4000142H	06/01/2022	24337
21	GMCI	21-GMCI-000238		EFEPE S.A.	DI-DC.2206-EFEPE	22001IC04209892V	30/09/2022	MAQUINAS PI 15/12/2021 USD86000
21	GMCI	21-GMCI-000237		BOSQUES DEL SUR S.A.	OP2201	22001TRM4000046K	03/01/2022	OP2201
21	GMCI	21-GMCI-000236		PAUNY SA	OP2235	22001TRM4001214X	08/02/2022	OP2235
21	GMCI	21-GMCI-000235		PERTRAK S.A.	OPCBA 24518	22001TRM4000853Z	26/01/2022	cnee/ PERTRAK SA_1X40HC TRM BUE/ TORTONE-CORDOBA
21	GMCI	21-GMCI-000234		PLANTIUM S.A.	21/00501	21073TRM4006491F	21/12/2021	235-23764856
21	GMCI	21-GMCI-000233		BOSQUES DEL SUR S.A.	OP2231	22001TRM4000437Y	14/01/2022	OP2231
21	GMCI	21-GMCI-000232		ROGGIO LUIS S.A.	23625	22001TRM4000040E	03/01/2022	23625
21	GMCI	21-GMCI-000231		R Y D SA	OP 23727	22001TRM4000072J	04/01/2022	OP 23727
21	GMCI	21-GMCI-000230		MULTICOR S.A.	OP 23985	21001TRM4009573A	30/12/2021	OP 23985
21	GMCI	21-GMCI-000229		ARO PLASTYC S.A.S	OPCBA 24519	22001TRM4000261J	10/01/2022	OPCBA 24519
21	GMCI	21-GMCI-000228		ARO PLASTYC S.A.S	OPCBA 24350	22001TRM4000059Y	04/01/2022	OPCBA 24350
21	GMCI	21-GMCI-000227		A Z EDITORA S.A.	PROFORMA SUZANO	22001IC05006741K	23/03/2022	DIC 2021
21	GMCI	21-GMCI-000226		MORO SRL	OP2177	21001TRM4009332Z	23/12/2021	OP2177
21	GMCI	21-GMCI-000222		SOUTHCROSS LOGISTICS S.A.	CMI006065	21001TRM4008467B	29/11/2021	 
21	GMCI	21-GMCI-000221		ROGGIO LUIS S.A.	OP 23206	21001TRM4008514R	30/11/2021	 
21	GMCI	21-GMCI-000220		OLEOHIDRAULICA TECNICORD SA	OP: 24383	21001TRM4009454V	28/12/2021	OP: 24383
21	GMCI	21-GMCI-000219		CYPRES SA	LATINBOOKS INTERNATIONAL A 1048	21001IC05029099U	15/12/2021	PEDIDO NOVIEMBRE
21	GMCI	21-GMCI-000218		NEOZOO S.A.	Ref: OP2175	22001TRM4000726P	21/01/2022	Ref: OP2175
21	GMCI	21-GMCI-000217		APRILON SOCIEDAD ANONIMA	21.00526	21001TRM4008802R	09/12/2021	REF. 21.00526
21	GMCI	21-GMCI-000216		FRIC ROT S A I C	21/01459 HBL: NBOBUE21080939C	21001TRM4008168W	15/11/2021	21/01459 HBL: NBOBUE21080939C
21	GMCI	21-GMCI-000215		FRIC ROT S A I C	21/01459 HBL: NBOBUE21080939B	21001TRM4008167V	15/11/2021	NBOBUE21080939B
21	GMCI	21-GMCI-000214		FRIC ROT S A I C	21/01459 HBL: NBOBUE210809	21001TRM4008166U	15/11/2021	Ref 21/01459 HBL: NBOBUE21080939A
21	GMCI	21-GMCI-000213		TEKNIX ARG SRL	OPCBA 24163	21001TRM4009423R	27/12/2021	OPCBA 24163
21	GMCI	21-GMCI-000212	 	INDUSTRIA PAPELERA CENTRAL S.A.	OPCBA 24328	21001TRM4008150N	15/11/2021	OPCBA 24328
21	GMCI	21-GMCI-000211		OLEOHIDRAULICA TECNICORD SA	OP: 23833	21001TRM4008443S	29/11/2021	 
21	GMCI	21-GMCI-000210		R Y D SA	OP 23518	21001TRM4008633T	03/12/2021	OP 23518
21	GMCI	21-GMCI-000209	 	BERTONE MAQUINARIAS AGRICOLAS S.A.	OPCBA 24143 HBL:QDSM21100010-B	21001TRM4009520P	29/12/2021	 
21	GMCI	21-GMCI-000208		BERTONE MAQUINARIAS AGRICOLAS S.A.	OPCBA 24143 HBL:QDSM21100010-A	21001TRM4009513R	29/12/2021	 
21	GMCI	21-GMCI-000207		BERTONE MAQUINARIAS AGRICOLAS S.A.	OPCBA 24142 HBL: QDSM21090223-B	21001TRM4009467C	28/12/2021	 
21	GMCI	21-GMCI-000206		MOJON UNO S.A.	OPCBA 24190	21001TRM4009040M	14/12/2021	 
21	GMCI	21-GMCI-000205		BERTONE MAQUINARIAS AGRICOLAS S.A.	OPCBA 24142 HBL:QDSM21090223-A	21001TRM4009465A	28/12/2021	 
21	GMCI	21-GMCI-000204		PROEME	OCTUBRE 2021	21001SIMI504746N	04/11/2021	 
21	GMCI	21-GMCI-000203		OLEOHIDRAULICA TECNICORD SA	OP 23851	21001TRM4008234Z	17/11/2021	 
21	GMCI	21-GMCI-000202		SUCESION DE CASTIÑEIRA MARIA YGNACI	OP 2153 B	21001TRM4008902S	10/12/2021	 
21	GMCI	21-GMCI-000201		SUCESION DE CASTIÑEIRA MARIA YGNACI	OP 2153 A	21001TRM4008859G	09/12/2021	 
21	GMCI	21-GMCI-000200		SUMINISTROS S.A	OP 2028	21001TRM4008624T	03/12/2021	 
21	GMCI	21-GMCI-000199		DE CORDOBA AL PAIS S.R.L.	OP 23868	21001TRM4008897X	10/12/2021	 
21	GMCI	21-GMCI-000198		DE CORDOBA AL PAIS S.R.L.	OP 2154	21001TRM4008497E	30/11/2021	 
21	GMCI	21-GMCI-000197		BALSAMO S.A.	OP 2160 BALSAMO	21001TRM4008927C	13/12/2021	 
21	GMCI	21-GMCI-000196		CYPRES SA	LATINBOOKS INTERNATIONAL SA A 1046	21001IC05026787V	24/11/2021	PEDIDO OCTUBRE
21	GMCI	21-GMCI-000195		ROGGIO LUIS S.A.	OP 23364	21001TRM4007828B	28/10/2021	 
21	GMCI	21-GMCI-000194		APRILON SOCIEDAD ANONIMA	21.00377	21001TRM4007616T	21/10/2021	 
21	GMCI	21-GMCI-000193		ACQUATRADE SUDAMERICANA SA	21.00543	21001TRM4008264T	19/11/2021	 
21	GMCI	21-GMCI-000192		CRUX MARINE SAS 	DIGI KAY #84338428	21001SIMI471506K	15/10/2021	 
21	GMCI	21-GMCI-000191		HOGAR ACTUAL SRL	OP 23558	21001TRM4007526T	19/10/2021	 
21	GMCI	21-GMCI-000190		VECA S.A	OP23115 SZSM21070202-C	21001TRM4007163Z	01/10/2021	 
21	GMCI	21-GMCI-000189		VECA S.A	OP232115 SZSM21070202-B	21001TRM4007162P	01/10/2021	 
21	GMCI	21-GMCI-000188		VECA S.A	OP23115 SZSM21070202-A	21001TRM4007155R	01/10/2021	 
21	GMCI	21-GMCI-000187		HANGAR 3 - POLO AERODEPORTIVO	OP: 23313	21001TRM4007123M	30/09/2021	 
21	GMCI	21-GMCI-000186		PLANTIUM S.A.	21/00328	21073TRM4005114T	30/09/2021	 
21	GMCI	21-GMCI-000185		GM CARGO SRL	Mather HAWB NO:00402	21073TRM4005011P	24/09/2021	 
21	GMCI	21-GMCI-000184		CRUX MARINE SAS 	95326  Paneles Solares	21001SIMI436385Z	24/09/2021	 
21	GMCI	21-GMCI-000183		DISTRIBUIDORA FEDMART S.R.L.	REF 33565 /TRAM // 724-20999996	21073TRM4004948K	22/09/2021	 
21	GMCI	21-GMCI-000182		CRONTAB S.A.	OP2149  HBL: WMWW100569/3286	21001TRM4007636V	22/10/2021	 
21	GMCI	21-GMCI-000181		BALSAMO S.A.	OP 2116  TPE3110005906	21001TRM4007871W	29/10/2021	 
21	GMCI	21-GMCI-000180		CYPRES SA	Latinbooks International a 1040	21001IC05022429K	29/09/2021	 
21	GMCI	21-GMCI-000179		A Z EDITORA S.A.	LYFTEN LLC	21001IC04241084J	07/12/2021	 
21	GMCI	21-GMCI-000178		BALSAMO S.A.	MC -OP2145 - IMPO CON ISTA A CBA	21001TRM4007868F	29/10/2021	 
21	GMCI	21-GMCI-000177		GM CARGO SRL	2001750075 GMCAR 001 HLCUSHA2104JFCV1	21001TRM4006715S	21/09/2021	 
21	GMCI	21-GMCI-000176		CELULOSA CANNING SA	ZODE MACH USD67500	22001IC04048000D	02/03/2022	IMPO SEPTIEMBTE 2021_MAR_1X40GP
21	GMCI	21-GMCI-000175		R Y D SA	OP 23373	21001TRM4007455U	15/10/2021	 
21	GMCI	21-GMCI-000174		SCORZA LUCAS SEBASTIAN	OP 23099	21001TRM4006518T	14/09/2021	 
21	GMCI	21-GMCI-000173		CORDOBA MOTOS S.R.L.	RE: OP2115	21001TRM4006757B	21/09/2021	 
21	GMCI	21-GMCI-000171		JIELI ARGENTINA S.A.	OPCBA 23253	21001TRM4007041L	28/09/2021	 
21	GMCI	21-GMCI-000170		SARICO DISTRI S.A.	OPCBA 22966	21001TRM4006788F	22/09/2021	14 PALLETS.
21	GMCI	21-GMCI-000169		GRANBEL S.A.	OPCBA 23372 /HBL:CKG21080024	21001TRM4008355U	23/11/2021	 
21	GMCI	21-GMCI-000168		GRANBEL S.A.	OPCBA 23372 /HBL:CKG21080022	21001TRM4008356V	23/11/2021	 
21	GMCI	21-GMCI-000167		GM CARGO SRL	INV: PY-108-2021.2	21073TRM4004563D	31/08/2021	TRANSITO DE EZE A PARAGUAY JAUSER - Q210741530 JAUSER_TRAM ISTA EZE/PARAGUAY (VACUNAS)
21	GMCI	21-GMCI-000166		MICROCOM ARGENTINA SA	Ref: 21/01473	21001TRM4006249U	06/09/2021	HBL: ASPTY100425 - Ref Cli: PA2105000501 - PA2104000501
21	GMCI	21-GMCI-000165		IBOX S.A.	Monitores	21001SIMI390435L	30/08/2021	 
21	GMCI	21-GMCI-000164		CRUX MARINE SAS 	Q210741228 CRUXMARINE_IMPO AER	21001IC04174231X	09/09/2021	 
21	GMCI	21-GMCI-000163		PERTRAK S.A.	OPCBA: 222947	21001TRM4005636T	06/08/2021	 
21	GMCI	21-GMCI-000162		OLEOHIDRAULICA TECNICORD SA	OP: 23209	21001TRM4007213M	04/10/2021	 
21	GMCI	21-GMCI-000161		PLANTIUM S.A.	REF: 21/00198	21073TRM4004041R	04/08/2021	Re: 369-81077964 // MIA/EZE/01
21	GMCI	21-GMCI-000160		PROEME	julio 221	21001SIMI341029G	30/07/2021	 
21	GMCI	21-GMCI-000159		GEOPLASTIC INDUSTRIES S.R.L	REF 21/01017	21001TRM4006134N	31/08/2021	 
21	GMCI	21-GMCI-000158		CYPRES SA	LATINBOOKS INTERNATIONAL SA A 1038	21001IC05018717P	18/08/2021	 
21	GMCI	21-GMCI-000157		BALSAMO S.A.	OP2100	21001TRM4006652S	20/09/2021	 
21	GMCI	21-GMCI-000156		R Y D SA	op22823	21001TRM4005854V	20/08/2021	 
21	GMCI	21-GMCI-000155		INDUSTRIA PAPELERA CENTRAL S.A.	INV: 91121820	21001TRM4005052L	16/07/2021	 
21	GMCI	21-GMCI-000154		PLANTIUM S.A.	INV: 20201228003	21073TRM4003624A	14/07/2021	ref: 21/00157 369-81078060 PLANTIUM TRAM
21	GMCI	21-GMCI-000153		MARIANA LORENA GONZALEZ		22001IC04003596Y	05/01/2022	 
21	GMCI	21-GMCI-000152		EFEPE S.A.	VALO INTERNATIONAL CO.,LTD #V-210702 unificado	21001IC04214145H	01/11/2021	 
21	GMCI	21-GMCI-000150		OLEOHIDRAULICA TECNICORD SA	OP: 22763	21001TRM4006172P	02/09/2021	 
21	GMCI	21-GMCI-000149		COTAGRO COOPERATIVA AGROPECUARIA LI	OP 23042	21001TRM4004825S	07/07/2021	 
21	GMCI	21-GMCI-000148		PLANTIUM S.A.	369-81077813 // MIA/EZ  ref: IA 4645	21073TRM4003176C	23/06/2021	 
21	GMCI	21-GMCI-000147		3D ARGENTINA SA	REF 31894	21001TRM4004736T	05/07/2021	 
21	GMCI	21-GMCI-000146		PLANTIUM S.A.	369-81077791 // MIA/EZE/009376/ IA 4626	21073TRM4003105R	16/06/2021	 
21	GMCI	21-GMCI-000145		BERTONE MAQUINARIAS AGRICOLAS S.A.	OPCBA 22331	21001TRM4004469W	24/06/2021	5X40 HQ
21	GMCI	21-GMCI-000144		PLANTIUM S.A.	IA 4614  369-81077743	21073TRM4002985J	09/06/2021	IA 4614  369-81077743
21	GMCI	21-GMCI-000143		PERTRAK S.A.	HBL: NBOBUE21042019 /OPCBA 22391	21001TRM4004040H	10/06/2021	 
21	GMCI	21-GMCI-000142		LABORATORIOS PEYTE S.A.	Q210539420  -  Codigo Cotizacion-	21001TR04001699S	14/06/2021	LCL / LCL
21	GMCI	21-GMCI-000141		AQUALEM DE LOS 4 HERMANOS S.A.	IM 32176-/INV#2021NBBT0148	21001TRM4004031H	10/06/2021	AQUALEM._TRM4 #1_DEL 2021// CTR : TRHU6984210 // ETA: 31/05 A EXO / BUQUE: BUENOS AIRES EXPRESS /BL: NBOBUE21040998 // DESTINO: PORTAR
21	GMCI	21-GMCI-000140		CYPRES SA	Latinbooks International A 1032	21001IC05013394L	14/06/2021	 
21	GMCI	21-GMCI-000139		FIGMAY S.R.L.	OPCBA_22072/ CI:BG2021-03-08	21001TRM4005734S	12/08/2021	ISTA_FIGMAY S.R.L._TRM4 #1_DEL 2021// CTR : CAIU2956569 // ETA: A  / BUQUE:  /BL:SHA21040531 // DESTINO: OP 22072
21	GMCI	21-GMCI-000138		CORDOBA MOTOS S.R.L.	MC_OP2034/INV#20HVP1130-4	21001TRM4004047Y	10/06/2021	ISTA-CORDOBA MOTOS SRL._TRM4 #2_DEL 2021// CTR : TGHU4866114 // ETA: 24/05 A EXOLGAN / BUQUE: SEASPAN FALCON/BL:177BZHZHS60436//DESTINO:MARECOMEX
21	GMCI	21-GMCI-000137		GM CARGO SRL	LCL CHINA/ BUE/ MONTEVIDEO / CI:MDDDSNEWX210324	21001TR04001488Y	20/05/2021	TR04  // LO PRIMO II // BUE-MONTEVIDEO // BL: SDSZSE21030146 // CI:MDDDSNEWX210324
21	GMCI	21-GMCI-000136		EGA SERVICIOS S.A.S.	OPCBA 22473INV#CIT202103042-001 /ISTA EGA	21001TRM4004449U	23/06/2021	EGA SERVICIOS S.A.S_TRM4 #1_DEL 2021 // CTR: CAIU4415938  //ETA 13/06  A T.4 //BL: ZIMUQIN4701809 // BUQUE: MAERSK LAGUNA // DESTINO:
21	GMCI	21-GMCI-000135		PLANTIUM S.A.	IA 4537/ INV#2000046346- ISTA PLANTIUM	21073TRM4002190U	04/05/2021	PLANTIUM _TRM4 #7_DEL 2021 // HAWB 2405//  ETA: 02/05 A TCA// 2 BULTOS - SENASA MADERA
21	GMCI	21-GMCI-000134		PLANTIUM S.A.	IA 4538 / INV#20201228002- ISTA PLANTIUM	21073TRM4002185B	04/05/2021	PLANTIUM _TRM4 #6_DEL 2021 // HAWB 008552 //  ETA: 02/05  A TCA// 48 BULTOS
21	GMCI	21-GMCI-000133		NUEVO CENTRAL ARGENTINO S.A.	IA 4545 /INV# 047059 / ISTA: NCA	21073TRM4002191V	04/05/2021	NUEVO CENTRAL ARGENTINO S.A _TRM4 #1_DEL 2021 // HAWB 008554 //  ETA: 02/05  A TCA// 1 BULTO - SENASA MADERA
21	GMCI	21-GMCI-000132		LABORATORIOS PEYTE S.A.	IM: 23078 / INV#2020SHMG1103/YJ2020020111	21001TRM4003150X	11/05/2021	PEYTE_TRM4 #1_DEL 2021 // CTRS: PCIU1319630-PCIU9037377-PCIU9185219 //ETA 03/05  A TRP //BL: VGSHABUE2103247// SEAMAX ROWAYTON // SENASA.
21	GMCI	21-GMCI-000131		PLANTIUM S.A.	IA 4495/ INV#20210310- ISTA PLANTIUM	21073TRM4002071S	27/04/2021	PLANTIUM _TRM4 #5_DEL 2021 // HAWB 008149 //  ETA: 25/04  A TCA// 39 BULTOS
21	GMCI	21-GMCI-000130		GM CARGO SRL	LCL CHINA/ BUE/ MONTEVIDEO / CI: MDDDSNEWX210204	21001TR04001164F	22/04/2021	TR04  // LO PRIMO II // BUE-MONTEVIDEO // BL: SDSZSE20120212 // CI:MDDDSNEWX210204
21	GMCI	21-GMCI-000129		BOSQUES DEL SUR S.A.	MC_OP1997/INV#LB02021000000667	21001TRM4002540K	15/04/2021	ISTA_BOSQUES DEL SUR S.A_TRM4 #1_DEL 2021// CTR : CARU2741870 // ETA: 13/04 A EXOLGAN / BUQUE: MSC ARICA /BL: THBL23991 // DESTINO: ZOFRACOR 11046- SENASA MADERA
21	GMCI	21-GMCI-000128		AFIP	PARTICULAR	21001PI04000917U	29/03/2021	PARTICULAR_DHL_MAC
21	GMCI	21-GMCI-000127		PLANTIUM S.A.	IA4489 / INV#24022021- ISTA PLANTIUM	21073TRM4001826C	13/04/2021	PLANTIUM _TRM4 #4_DEL 2021 // HAWB 007818 //  ETA: 11/04  A TCA// 38 BULTOS
21	GMCI	21-GMCI-000126		PLANTIUM S.A.	IA4488/ INV#0103202101- ISTA PLANTIUM	21073TRM4001823W	13/04/2021	PLANTIUM _TRM4 #3_DEL 2021 // HAWB 007817 //  ETA: 11/04  A TCA// 88 BULTOS
21	GMCI	21-GMCI-000125		PERTRAK S.A.	OPCBA_22016/ INV#PO000074 - ISTA PERTRAK	21001TRM4002765T	23/04/2021	PERTRAK_TRM4 #2_DEL 2021 // CTR :TEMU7077798  //ETA: 19/04 A BACTSSA  // BUQUE: SWITZERLAND // BL:NBSM21020189//  DESTINO: TORTONE 11004
21	GMCI	21-GMCI-000124		PLANTIUM S.A.	IA 4487/ INV#0103202102- ISTA PLANTIUM	21073TRM4001821U	13/04/2021	PLANTIUM _TRM4 #2_DEL 2021 // HAWB 007816 //  ETA: 11/04  A TCA// 44 BULTOS
21	GMCI	21-GMCI-000123		OLEOHIDRAULICA TECNICORD SA	OPCBA21920_/INV#2100558	21001TRM4002544Y	15/04/2021	ISTA_O.TECNICORD S.A._TRM4 #1_DEL 2021// CTR : MEDU1226660 - TGHU0451716 // ETA: 13/04 A EXOLGAN / BUQUE: MSC ARICA /BL: 1077239 // DESTINO: ZOFRACOR-11046
21	GMCI	21-GMCI-000121		EFEPE S.A.	VALO INTERNATIONAL CO., LTD. V-210702	21001IC04066174Y	06/04/2021	PEDIDO VALO _MARZO 2021
21	GMCI	21-GMCI-000120		GEOPLASTIC INDUSTRIES S.R.L	IM-22280/INV#20YMY039	21001TRM4001459S	02/03/2021	ISTA-GEOPLASTIC._TRM4 #2_DEL 2021// CTR : CCLU4995040 // ETA: 23/02 A BACTSSA / BUQUE: EVER LAUREL  /BL: COSU6287624640A // DESTINO: BINDER II
21	GMCI	21-GMCI-000119		CIMINIERI KARINA FABIANA 	kingnod PI: KND21020	21001SIMI148125X	07/04/2021	 
21	GMCI	21-GMCI-000118		CYPRES SA	LATINBOOKS INTERNATIONAL A 1030	21001IC05010354E	10/05/2021	Pedido Marzo Camion
21	GMCI	21-GMCI-000117		GEOPLASTIC INDUSTRIES S.R.L	IM-22251/INV#ONPLAS202012151	21001TRM4001231G	23/02/2021	ISTA-GEOPLASTIC._TRM4 #1_DEL 2021// CTR : EITU1112950 // ETA: 18/02 A BACTSSA / BUQUE: EVER LEADING  /BL: SHA20121381  // DESTINO: BINDER II
21	GMCI	21-GMCI-000116		CYPRES SA	LATINBOOKS INTERNATIONAL SA A 1027	21001IC05007573N	06/04/2021	Pedido Febrero
